#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_900477145.1	PRJNA224116	SAMEA1709813	UCQO00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab146		replaced	Scaffold	Major	Full	2018/06/28	9179_4#26	SC	GCA_900477145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/145/GCF_900477145.1_9179_4_26		
GCF_900477155.1	PRJNA224116	SAMEA1709864	UEIY00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab147		replaced	Scaffold	Major	Full	2018/06/28	9179_4#27	SC	GCA_900477155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/155/GCF_900477155.1_9179_4_27		
GCF_900477165.1	PRJNA224116	SAMEA1709828	UCRB00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab145		replaced	Scaffold	Major	Full	2018/06/28	9179_4#25	SC	GCA_900477165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/165/GCF_900477165.1_9179_4_25		
GCF_900477175.1	PRJNA224116	SAMEA1709932	UCQS00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab157		replaced	Scaffold	Major	Full	2018/06/28	9179_4#37	SC	GCA_900477175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/175/GCF_900477175.1_9179_4_37		
GCF_900477185.1	PRJNA224116	SAMEA1709845	UEIX00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab144		replaced	Scaffold	Major	Full	2018/06/28	9179_4#24	SC	GCA_900477185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/185/GCF_900477185.1_9179_4_24		
GCF_900477195.1	PRJNA224116	SAMEA1709958	UCQV00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab154		replaced	Scaffold	Major	Full	2018/06/28	9179_4#34	SC	GCA_900477195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/195/GCF_900477195.1_9179_4_34		
GCF_900477205.1	PRJNA224116	SAMEA1709912	UEIZ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab149		replaced	Scaffold	Major	Full	2018/06/28	9179_4#29	SC	GCA_900477205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/205/GCF_900477205.1_9179_4_29		
GCF_900477215.1	PRJNA224116	SAMEA1709923	UCQW00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab158		replaced	Scaffold	Major	Full	2018/06/28	9179_4#38	SC	GCA_900477215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/215/GCF_900477215.1_9179_4_38		
GCF_900477225.1	PRJNA224116	SAMEA1709684	UEJF00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab161		replaced	Scaffold	Major	Full	2018/06/28	9179_4#41	SC	GCA_900477225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/225/GCF_900477225.1_9179_4_41		
GCF_900477235.1	PRJNA224116	SAMEA1709798	UEIW00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab143		replaced	Scaffold	Major	Full	2018/06/28	9179_4#23	SC	GCA_900477235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/235/GCF_900477235.1_9179_4_23		
GCF_900477245.1	PRJNA224116	SAMEA1709976	UEJC00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab166		replaced	Scaffold	Major	Full	2018/06/28	9179_4#46	SC	GCA_900477245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/245/GCF_900477245.1_9179_4_46		
GCF_900477255.1	PRJNA224116	SAMEA1709622	UCRU00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab162		replaced	Scaffold	Major	Full	2018/06/28	9179_4#42	SC	GCA_900477255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/255/GCF_900477255.1_9179_4_42		
GCF_900477265.1	PRJNA224116	SAMEA1709948	UCQT00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab155		replaced	Scaffold	Major	Full	2018/06/28	9179_4#35	SC	GCA_900477265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/265/GCF_900477265.1_9179_4_35		
GCF_900477275.1	PRJNA224116	SAMEA1709860	UCRE00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab148		replaced	Scaffold	Major	Full	2018/06/28	9179_4#28	SC	GCA_900477275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/275/GCF_900477275.1_9179_4_28		
GCF_900477285.1	PRJNA224116	SAMEA1709834	UCRA00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab171		replaced	Scaffold	Major	Full	2018/06/28	9179_4#51	SC	GCA_900477285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/285/GCF_900477285.1_9179_4_51		
GCF_900477295.1	PRJNA224116	SAMEA1709841	UCRF00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab172		replaced	Scaffold	Major	Full	2018/06/28	9179_4#52	SC	GCA_900477295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/295/GCF_900477295.1_9179_4_52		
GCF_900477305.1	PRJNA224116	SAMEA1709995	UCQY00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab176		replaced	Scaffold	Major	Full	2018/06/28	9179_4#56	SC	GCA_900477305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/305/GCF_900477305.1_9179_4_56		
GCF_900477315.1	PRJNA224116	SAMEA1709825	UCRH00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab173		replaced	Scaffold	Major	Full	2018/06/28	9179_4#53	SC	GCA_900477315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/315/GCF_900477315.1_9179_4_53		
GCF_900477325.1	PRJNA224116	SAMEA1709967	UCRK00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab174		replaced	Scaffold	Major	Full	2018/06/28	9179_4#54	SC	GCA_900477325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/325/GCF_900477325.1_9179_4_54		
GCF_900477335.1	PRJNA224116	SAMEA1709993	UCQZ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab169		replaced	Scaffold	Major	Full	2018/06/28	9179_4#49	SC	GCA_900477335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/335/GCF_900477335.1_9179_4_49		
GCF_900477345.1	PRJNA224116	SAMEA1709986	UCQX00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab177		replaced	Scaffold	Major	Full	2018/06/28	9179_4#57	SC	GCA_900477345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/345/GCF_900477345.1_9179_4_57		
GCF_900477355.1	PRJNA224116	SAMEA1709794	UCRC00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab170		replaced	Scaffold	Major	Full	2018/06/28	9179_4#50	SC	GCA_900477355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/355/GCF_900477355.1_9179_4_50		
GCF_900477365.1	PRJNA224116	SAMEA1709631	UCRD00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab163		replaced	Scaffold	Major	Full	2018/06/28	9179_4#43	SC	GCA_900477365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/365/GCF_900477365.1_9179_4_43		
GCF_900477375.1	PRJNA224116	SAMEA1709961	UCRL00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab168		replaced	Scaffold	Major	Full	2018/06/28	9179_4#48	SC	GCA_900477375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/375/GCF_900477375.1_9179_4_48		
GCF_900477385.1	PRJNA224116	SAMEA1709678	UCRJ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab188		replaced	Scaffold	Major	Full	2018/06/28	9179_4#68	SC	GCA_900477385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/385/GCF_900477385.1_9179_4_68		
GCF_900477395.1	PRJNA224116	SAMEA1709668	UCRG00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab185		replaced	Scaffold	Major	Full	2018/06/28	9179_4#65	SC	GCA_900477395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/395/GCF_900477395.1_9179_4_65		
GCF_900477405.1	PRJNA224116	SAMEA1709725	UCRO00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab182		replaced	Scaffold	Major	Full	2018/06/28	9179_4#62	SC	GCA_900477405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/405/GCF_900477405.1_9179_4_62		
GCF_900477415.1	PRJNA224116	SAMEA1709691	UCRM00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab181		replaced	Scaffold	Major	Full	2018/06/28	9179_4#61	SC	GCA_900477415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/415/GCF_900477415.1_9179_4_61		
GCF_900477425.1	PRJNA224116	SAMEA1709931	UCSA00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab179		replaced	Scaffold	Major	Full	2018/06/28	9179_4#59	SC	GCA_900477425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/425/GCF_900477425.1_9179_4_59		
GCF_900477435.1	PRJNA224116	SAMEA1709720	UCRN00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab198		replaced	Scaffold	Major	Full	2018/06/28	9179_4#78	SC	GCA_900477435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/435/GCF_900477435.1_9179_4_78		
GCF_900477445.1	PRJNA224116	SAMEA1709732	UCRT00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab197		replaced	Scaffold	Major	Full	2018/06/28	9179_4#77	SC	GCA_900477445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/445/GCF_900477445.1_9179_4_77		
GCF_900477455.1	PRJNA224116	SAMEA1709699	UCRP00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab199		replaced	Scaffold	Major	Full	2018/06/28	9179_4#79	SC	GCA_900477455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/455/GCF_900477455.1_9179_4_79		
GCF_900477465.1	PRJNA224116	SAMEA1709705	UCSE00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab180		replaced	Scaffold	Major	Full	2018/06/28	9179_4#60	SC	GCA_900477465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/465/GCF_900477465.1_9179_4_60		
GCF_900477475.1	PRJNA224116	SAMEA1709903	UCRQ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab201		replaced	Scaffold	Major	Full	2018/06/28	9179_4#81	SC	GCA_900477475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/475/GCF_900477475.1_9179_4_81		
GCF_900477485.1	PRJNA224116	SAMEA1709718	UCRS00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab184		replaced	Scaffold	Major	Full	2018/06/28	9179_4#64	SC	GCA_900477485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/485/GCF_900477485.1_9179_4_64		
GCF_900477495.1	PRJNA224116	SAMEA1709981	UCRV00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab178		replaced	Scaffold	Major	Full	2018/06/28	9179_4#58	SC	GCA_900477495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/495/GCF_900477495.1_9179_4_58		
GCF_900477505.1	PRJNA224116	SAMEA1709661	UCRY00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab186		replaced	Scaffold	Major	Full	2018/06/28	9179_4#66	SC	GCA_900477505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/505/GCF_900477505.1_9179_4_66		
GCF_900477515.1	PRJNA224116	SAMEA1709780	UCSD00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab192		replaced	Scaffold	Major	Full	2018/06/28	9179_4#72	SC	GCA_900477515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/515/GCF_900477515.1_9179_4_72		
GCF_900477525.1	PRJNA224116	SAMEA1709879	UCSS00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab203		replaced	Scaffold	Major	Full	2018/06/28	9179_4#83	SC	GCA_900477525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/525/GCF_900477525.1_9179_4_83		
GCF_900477535.1	PRJNA224116	SAMEA1709816	UCRR00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab190		replaced	Scaffold	Major	Full	2018/06/28	9179_4#70	SC	GCA_900477535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/535/GCF_900477535.1_9179_4_70		
GCF_900477545.1	PRJNA224116	SAMEA1709747	UCRZ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab194		replaced	Scaffold	Major	Full	2018/06/28	9179_4#74	SC	GCA_900477545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/545/GCF_900477545.1_9179_4_74		
GCF_900477555.1	PRJNA224116	SAMEA1709683	UCRW00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab187		replaced	Scaffold	Major	Full	2018/06/28	9179_4#67	SC	GCA_900477555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/555/GCF_900477555.1_9179_4_67		
GCF_900477565.1	PRJNA224116	SAMEA1709761	UCRX00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab195		replaced	Scaffold	Major	Full	2018/06/28	9179_4#75	SC	GCA_900477565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/565/GCF_900477565.1_9179_4_75		
GCF_900477575.1	PRJNA224116	SAMEA1709767	UCSC00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab193		replaced	Scaffold	Major	Full	2018/06/28	9179_4#73	SC	GCA_900477575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/575/GCF_900477575.1_9179_4_73		
GCF_900477585.1	PRJNA224116	SAMEA1709630	UCSP00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab189		replaced	Scaffold	Major	Full	2018/06/28	9179_4#69	SC	GCA_900477585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/585/GCF_900477585.1_9179_4_69		
GCF_900477595.1	PRJNA224116	SAMEA1709711	UCSG00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab183		replaced	Scaffold	Major	Full	2018/06/28	9179_4#63	SC	GCA_900477595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/595/GCF_900477595.1_9179_4_63		
GCF_900477605.1	PRJNA224116	SAMEA1709830	UCSB00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab191		replaced	Scaffold	Major	Full	2018/06/28	9179_4#71	SC	GCA_900477605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/605/GCF_900477605.1_9179_4_71		
GCF_900477615.1	PRJNA224116	SAMEA1709846	UCSF00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab213		replaced	Scaffold	Major	Full	2018/06/28	9179_4#93	SC	GCA_900477615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/615/GCF_900477615.1_9179_4_93		
GCF_900477625.1	PRJNA224116	SAMEA1709812	UCSH00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab211		replaced	Scaffold	Major	Full	2018/06/28	9179_4#91	SC	GCA_900477625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/625/GCF_900477625.1_9179_4_91		
GCF_900477635.1	PRJNA224116	SAMEA1876500	UCSI00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab224		replaced	Scaffold	Major	Full	2018/06/28	9262_1#8	SC	GCA_900477635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/635/GCF_900477635.1_9262_1_8		
GCF_900477645.1	PRJNA224116	SAMEA1876497	UCSJ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab227		replaced	Scaffold	Major	Full	2018/06/28	9262_1#11	SC	GCA_900477645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/645/GCF_900477645.1_9262_1_11		
GCF_900477655.1	PRJNA224116	SAMEA1709827	UCSK00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab210		replaced	Scaffold	Major	Full	2018/06/28	9179_4#90	SC	GCA_900477655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/655/GCF_900477655.1_9179_4_90		
GCF_900477665.1	PRJNA224116	SAMEA1876499	UCSM00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab225		replaced	Scaffold	Major	Full	2018/06/28	9262_1#9	SC	GCA_900477665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/665/GCF_900477665.1_9262_1_9		
GCF_900477675.1	PRJNA224116	SAMEA1876498	UCSL00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab226		replaced	Scaffold	Major	Full	2018/06/28	9262_1#10	SC	GCA_900477675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/675/GCF_900477675.1_9262_1_10		
GCF_900477685.1	PRJNA224116	SAMEA1709619	UCTC00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab209		replaced	Scaffold	Major	Full	2018/06/28	9179_4#89	SC	GCA_900477685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/685/GCF_900477685.1_9179_4_89		
GCF_900477695.1	PRJNA224116	SAMEA1709803	UCSN00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab208		replaced	Scaffold	Major	Full	2018/06/28	9179_4#88	SC	GCA_900477695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/695/GCF_900477695.1_9179_4_88		
GCF_900477705.1	PRJNA224116	SAMEA1876494	UCSO00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab220		replaced	Scaffold	Major	Full	2018/06/28	9262_1#4	SC	GCA_900477705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/705/GCF_900477705.1_9262_1_4		
GCF_900477715.1	PRJNA224116	SAMEA1709867	UCSR00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab212		replaced	Scaffold	Major	Full	2018/06/28	9179_4#92	SC	GCA_900477715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/715/GCF_900477715.1_9179_4_92		
GCF_900477725.1	PRJNA224116	SAMEA1709897	UCTG00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab215		replaced	Scaffold	Major	Full	2018/06/28	9179_4#95	SC	GCA_900477725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/725/GCF_900477725.1_9179_4_95		
GCF_900477735.1	PRJNA224116	SAMEA1876508	UCSY00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab219		replaced	Scaffold	Major	Full	2018/06/28	9262_1#3	SC	GCA_900477735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/735/GCF_900477735.1_9262_1_3		
GCF_900477745.1	PRJNA224116	SAMEA1876504	UCSV00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab217		replaced	Scaffold	Major	Full	2018/06/28	9262_1#1	SC	GCA_900477745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/745/GCF_900477745.1_9262_1_1		
GCF_900477775.1	PRJNA224116	SAMEA1876489	UCSX00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab223		replaced	Scaffold	Major	Full	2018/06/28	9262_1#7	SC	GCA_900477775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/775/GCF_900477775.1_9262_1_7		
GCF_900477785.1	PRJNA224116	SAMEA1876496	UCSZ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab228		replaced	Scaffold	Major	Full	2018/06/28	9262_1#12	SC	GCA_900477785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/785/GCF_900477785.1_9262_1_12		
GCF_900477795.1	PRJNA224116	SAMEA1876488	UCTE00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab233		replaced	Scaffold	Major	Full	2018/06/28	9262_1#17	SC	GCA_900477795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/795/GCF_900477795.1_9262_1_17		
GCF_900477805.1	PRJNA224116	SAMEA1876485	UCSW00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab221		replaced	Scaffold	Major	Full	2018/06/28	9262_1#5	SC	GCA_900477805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/805/GCF_900477805.1_9262_1_5		
GCF_900477815.1	PRJNA224116	SAMEA1876491	UCST00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab234		replaced	Scaffold	Major	Full	2018/06/28	9262_1#18	SC	GCA_900477815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/815/GCF_900477815.1_9262_1_18		
GCF_900477825.1	PRJNA224116	SAMEA1876501	UCTD00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab229		replaced	Scaffold	Major	Full	2018/06/28	9262_1#13	SC	GCA_900477825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/825/GCF_900477825.1_9262_1_13		
GCF_900477835.1	PRJNA224116	SAMEA1876502	UCSU00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab218		replaced	Scaffold	Major	Full	2018/06/28	9262_1#2	SC	GCA_900477835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/835/GCF_900477835.1_9262_1_2		
GCF_900477845.1	PRJNA224116	SAMEA1709910	UCTA00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab214		replaced	Scaffold	Major	Full	2018/06/28	9179_4#94	SC	GCA_900477845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/845/GCF_900477845.1_9179_4_94		
GCF_900477855.1	PRJNA224116	SAMEA1709934	UCTF00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab216		replaced	Scaffold	Major	Full	2018/06/28	9179_4#96	SC	GCA_900477855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/855/GCF_900477855.1_9179_4_96		
GCF_900477865.1	PRJNA224116	SAMEA1876487	UCTP00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab231		replaced	Scaffold	Major	Full	2018/06/28	9262_1#15	SC	GCA_900477865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/865/GCF_900477865.1_9262_1_15		
GCF_900478005.1	PRJNA224116	SAMEA1876490	UCTN00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab232		replaced	Scaffold	Major	Full	2018/06/28	9262_1#16	SC	GCA_900478005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/005/GCF_900478005.1_9262_1_16		
GCF_900478055.1	PRJNA224116	SAMEA1569537	UCTL00000000.1	na	470	470	Acinetobacter baumannii	strain=NCSR_106		replaced	Scaffold	Major	Full	2018/06/28	8290_3#92	SC	GCA_900478055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/055/GCF_900478055.1_8290_3_92		
GCF_900478075.1	PRJNA224116	SAMEA1569541	UCTO00000000.1	na	470	470	Acinetobacter baumannii	strain=NCSR_132		replaced	Scaffold	Major	Full	2018/06/28	8290_3#93	SC	GCA_900478075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/075/GCF_900478075.1_8290_3_93		
GCF_900489245.1	PRJNA224116	SAMEA4727916	UEEJ00000000.1	na	562	562	Escherichia coli		ST410_CP-Ec13	suppressed	Contig	Major	Full	2018/11/01	ST410_CP-Ec13-Assembly	INSTITUT PASTEUR	GCA_900489245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/489/245/GCF_900489245.1_ST410_CP-Ec13-Assembly	contaminated	
GCF_900489505.1	PRJNA224116	SAMEA1466023	UEFS00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab45		replaced	Scaffold	Major	Full	2018/06/28	7468_1#45	SC	GCA_900489505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/489/505/GCF_900489505.1_7468_1_45		
GCF_900490075.1	PRJNA224116	SAMEA1466062	UEJL00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab64		replaced	Contig	Major	Full	2018/06/28	7468_2#64	SC	GCA_900490075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/490/075/GCF_900490075.1_7468_2_64		
GCF_900490085.1	PRJNA224116	SAMEA1709906	UEJI00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab159		replaced	Scaffold	Major	Full	2018/06/28	9179_4#39	SC	GCA_900490085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/490/085/GCF_900490085.1_9179_4_39		
GCF_900490105.1	PRJNA224116	SAMEA1466020	UEJK00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab83		replaced	Scaffold	Major	Full	2018/06/28	7468_2#83	SC	GCA_900490105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/490/105/GCF_900490105.1_7468_2_83		
GCF_900491775.1	PRJNA224116	SAMEA4765255	UFAI00000000.1	na	119857	263	Francisella tularensis subsp. holarctica		Francisella tularensis 16011034	suppressed	Contig	Major	Full	2018/07/08	16011034	WAGENINGEN UR	GCA_900491775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/491/775/GCF_900491775.1_16011034		
GCF_900495625.1	PRJNA224116	SAMEA104305283	UFLV00000000.1	na	470	470	Acinetobacter baumannii	strain=4300STDY7045788		suppressed	Scaffold	Major	Full	2018/07/17	24276_2#253	SC	GCA_900495625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/495/625/GCF_900495625.1_24276_2_253	genome length too large	
GCF_900495675.1	PRJNA224116	SAMEA104305292	UFLY00000000.1	na	470	470	Acinetobacter baumannii	strain=4300STDY7045797		suppressed	Scaffold	Major	Full	2018/07/17	24276_2#262	SC	GCA_900495675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/495/675/GCF_900495675.1_24276_2_262	genome length too large	
